index,track_name,track_id,dl_url,artist_name,artist_id
58,Robotman: Never (Late Night at Heaven Mix) (1992) 12DEF003,166,https://karl202003764002583.googuu.xyz/api/get.php?id=7bf45e0c498c9eb631ed257329a,Richie Hawtin,3
59,Robotman: Do Da Doo (Original Mix) (1992) 12DEF003,167,https://karl202003764002583.googuu.xyz/api/get.php?id=7929143ccd1a48ae03c57d36405,Richie Hawtin,3
60,Teenage Birdsong,169,https://karl202003764002583.googuu.xyz/api/get.php?id=e63e6aaa8765b2f8b9b98224dd3,Four Tet,4
61,Champion - World Ft. Four Tet,173,https://karl202003764002583.googuu.xyz/api/get.php?id=4090d270ac6426df3e63468d66a,Four Tet,4
62,Scientists,174,https://miriam43578555713257.googuu.xyz/api/get.php?id=8a00f7f95510b4cc0ce1e24fcf3,Four Tet,4
63,SW9 9SL,175,https://harold197830720732935.googuu.xyz/api/get.php?id=62e0872a61fe2122f18c06b7464,Four Tet,4
64,Planet,176,https://harold197830720732935.googuu.xyz/api/get.php?id=ef2c682033dadaccf73a5c5a4a3,Four Tet,4
65,Two Thousand And Seventeen,177,https://harold197830720732935.googuu.xyz/api/get.php?id=290cebcccf619f491d1148df4d0,Four Tet,4
66,Evening Side (Oneohtrix Point Never edit),181,https://joanne178972239606370.googuu.xyz/api/get.php?id=40ac27fc9e6d9e8f28ab2396027,Four Tet,4
67,Jamie xx + Four Tet + Romy - Seesaw (club version),182,https://amber186242704910003.googuu.xyz/api/get.php?id=daf27e7c77a82d085ff953f6444,Four Tet,4
68,Acid Bells (DJ Koze Edit),234,https://amber186242704910003.googuu.xyz/api/get.php?id=cb09b541a4c931bea678384a23f,Efdemin,5
69,Yunan,236,https://constance94821994371095.googuu.xyz/api/get.php?id=66aeffa4d3327b817488b972d84,Efdemin,5
70,Solaris (Staffan Linzatti),239,https://lauren103351005573857.googuu.xyz/api/get.php?id=65cf1cc864037544d6048b8af12,Efdemin,5
71,Parallaxis (The Borderland State Remix),240,https://lauren103351005573857.googuu.xyz/api/get.php?id=0459f3a5bd23b85ebbe6413873c,Efdemin,5
72,Some kind of up and down yes (asusu remix),241,https://lauren103351005573857.googuu.xyz/api/get.php?id=91eb9744417ce15be246974e494,Efdemin,5
73,Solaris (Staffan Linzatti Remix),243,https://lauren103351005573857.googuu.xyz/api/get.php?id=bde87e7003b7869d62f1fedc379,Efdemin,5
74,Blount,248,https://harold197830720732935.googuu.xyz/api/get.php?id=a660636fb1b0b69be41353df7a5,Efdemin,5
75,Farnsworth House,249,https://bella83886386026307.googuu.xyz/api/get.php?id=f4675b2baacaeb47afba6a903ff,Efdemin,5
76,Acid Bells (Martyn's Bittersweet Mix),254,https://bella83886386026307.googuu.xyz/api/get.php?id=67e902a3050e0900fdaabb8833b,Efdemin,5
77,The Pulse,255,https://glenda22687894964250.googuu.xyz/api/get.php?id=efb61f769816b6577ab9a581e22,Efdemin,5
78,America,256,https://constance94821994371095.googuu.xyz/api/get.php?id=b42ede493ffb9711b41096ba244,Efdemin,5
79,Acid Bells,258,https://freddie16016125155932.googuu.xyz/api/get.php?id=21726dc45ae3c7ed8e056b58dd8,Efdemin,5
80,Origami,268,https://miriam43578555713257.googuu.xyz/api/get.php?id=0e121921881b35cfb666bd71f7e,Ilario Alicante,7
81,Ilario Alicante_The Virgo Odissey_(Modular jam live take),282,https://miriam43578555713257.googuu.xyz/api/get.php?id=f59b20f8a991bd92824ba5ee846,Ilario Alicante,7
82,Ilario Alicante - No End (Snippet preview),290,https://miriam43578555713257.googuu.xyz/api/get.php?id=da36ac54d681faf4aef80aafd46,Ilario Alicante,7
83,Ilario Alicante - Theory Of Path (Snippet preview)OUT NOW ON PUSHMASTER REC,291,https://freddie16016125155932.googuu.xyz/api/get.php?id=734acccaa566d51a5d41ccae4cf,Ilario Alicante,7
84,Ilario Alicante_Wax Weapon (Rodhad Remix),297,https://amber186242704910003.googuu.xyz/api/get.php?id=6912e15c04d00b562b67235c9e5,Ilario Alicante,7
85,Ilario Alicante_Wax Weapon Original Mix,298,https://constance94821994371095.googuu.xyz/api/get.php?id=08f22a951241ca702295d8182fc,Ilario Alicante,7
86,Ilario Alicante_yxyx ( low quality preview ) (OUT SOON ON COCOON RECORDINGS),300,https://constance94821994371095.googuu.xyz/api/get.php?id=c3dd4a603b1422c2eaf2567d86d,Ilario Alicante,7
87,Ilario Alicante Echosides,313,https://marion73527222141285.googuu.xyz/api/get.php?id=de11d24c16e0042d038f96428bc,Ilario Alicante,7
88,Rainchecks In Montreal,323,https://glenda22687894964250.googuu.xyz/api/get.php?id=d09b0f3127f88b22fefc1a108f6,Guy Gerber,8
89,Cameo ~ OUT NOW,324,https://glenda22687894964250.googuu.xyz/api/get.php?id=0d7660ca7f3f527d6b2addbd43f,Guy Gerber,8
90,Desire - Don't Call (Guy Gerber Rework) - Extended Mix,325,https://marion73527222141285.googuu.xyz/api/get.php?id=55823eedd56bc35e168b59ae158,Guy Gerber,8
91,What To Do (DJ Jes Remix),331,https://marion73527222141285.googuu.xyz/api/get.php?id=a6ea8b9097e8190b075b907a5c6,Guy Gerber,8
92,What To Do (&ME Remix),332,https://amber186242704910003.googuu.xyz/api/get.php?id=0f3c020666e7c292295fe977bd2,Guy Gerber,8
93,Hummingbird Blues,334,https://liam5350415057231.googuu.xyz/api/get.php?id=7a703ebf2fde1044d2f2cced2f9,Guy Gerber,8
94,Night Of The Gold Diggers,335,https://liam5350415057231.googuu.xyz/api/get.php?id=2ed54150a9185f9f987c198e24d,Guy Gerber,8
95,What To Do,336,https://liam5350415057231.googuu.xyz/api/get.php?id=f3614de33443ecea9f228be7418,Guy Gerber,8
96,Guy Gerber - An Army Of Stalkers,340,https://karl202003764002583.googuu.xyz/api/get.php?id=a8ae328cf5dfea3a4f525233928,Guy Gerber,8
97,Full Circle (Original Mix),342,https://karl202003764002583.googuu.xyz/api/get.php?id=1de0a1b05565ab5a44e2ed646e0,Guy Gerber,8
98,Secret Encounters (Original Mix),343,https://glenda22687894964250.googuu.xyz/api/get.php?id=5b9002f2844627b6031030e7e86,Guy Gerber,8
99,Secret Encounters,344,https://june165598622272062.googuu.xyz/api/get.php?id=743e18bd07bfe82548428d715b2,Guy Gerber,8
100,Full Circle,345,https://joanne178972239606370.googuu.xyz/api/get.php?id=f4bc6a085c4420ef513622564cf,Guy Gerber,8
101,Rumors On The Dancefloor (Part 1),349,https://joanne178972239606370.googuu.xyz/api/get.php?id=c81ed1ae34525694057c6b6bb80,Guy Gerber,8
102,02 After Love (Original Mix),353,https://joanne178972239606370.googuu.xyz/api/get.php?id=35fc2bacf55506b0618e6dcd8f0,Guy Gerber,8
103,The Mirror Game (Original Mix),355,https://freddie16016125155932.googuu.xyz/api/get.php?id=70921f26806ea4c66989e684624,Guy Gerber,8
104,Tourist Trap (Jamie Jones 'For Ryan' Remix),360,https://harold197830720732935.googuu.xyz/api/get.php?id=6525b7a9f35dcb9d8f061bf8e98,Guy Gerber,8
105,Tourist Trap (Soul Clap Remix),361,https://todd38997692451975.googuu.xyz/api/get.php?id=c49ee4b26078e7641cd845823d2,Guy Gerber,8
106,I Hear Her Calling Me (Original Mix),372,https://todd38997692451975.googuu.xyz/api/get.php?id=d736b04b7131ee4317b629c9652,Guy Gerber,8
107,Terminal K (Original Mix),373,https://liam5350415057231.googuu.xyz/api/get.php?id=6ab8ae5e99c8bb4309de1054d27,Guy Gerber,8
108,Broken Windows (Original Mix),374,https://karl202003764002583.googuu.xyz/api/get.php?id=96ce9f7e0c0e50654cf7329e4ce,Guy Gerber,8
109,Floating Messiah (Original Mix),375,https://karl202003764002583.googuu.xyz/api/get.php?id=45acca99a73da1cc07e24c8e02a,Guy Gerber,8
110,Lifted (Original Mix),376,https://karl202003764002583.googuu.xyz/api/get.php?id=1beec1146fea1d6cfdc9309f5d9,Guy Gerber,8
111,Angels (Original Mix) [feat. Chaim],377,https://amber186242704910003.googuu.xyz/api/get.php?id=253a9e5a8082f012952cb06d071,Guy Gerber,8
112,Tourist Trap (Original Mix),378,https://lauren103351005573857.googuu.xyz/api/get.php?id=256a09bd77a0548adab82a12a46,Guy Gerber,8
113,Let Go (Original Mix),379,https://june165598622272062.googuu.xyz/api/get.php?id=fe5c03d00f24539d123a5d47591,Guy Gerber,8
114,Indian Summer (Original Mix),380,https://june165598622272062.googuu.xyz/api/get.php?id=db3985dd4ff4750dcf5fe16755b,Guy Gerber,8
115,My Heart (Original Mix),381,https://glenda22687894964250.googuu.xyz/api/get.php?id=d79bf137d93a5a73721d690c561,Guy Gerber,8
116,Never Walk Alone (Original Mix),382,https://glenda22687894964250.googuu.xyz/api/get.php?id=95397f03b4bd4da9add14e659d2,Guy Gerber,8
117,11 11 - Floating Messiah,383,https://glenda22687894964250.googuu.xyz/api/get.php?id=8a2618e22d27b8ccd3920b53ba0,Guy Gerber,8
118,11 11 - I Hear Her Calling Me,385,https://glenda22687894964250.googuu.xyz/api/get.php?id=3fa535de78d904af1a169c924f3,Guy Gerber,8
119,11 11 - Broken Windows,388,https://amber186242704910003.googuu.xyz/api/get.php?id=f2b2b73b9898ed4a4dd7f591a14,Guy Gerber,8
120,11 11 - Indian Summer,389,https://constance94821994371095.googuu.xyz/api/get.php?id=20ff2ccff3e037a5f58def849b9,Guy Gerber,8
121,11 11 - Never Walk Alone,390,https://constance94821994371095.googuu.xyz/api/get.php?id=994ea8e922c39965e9d57335325,Guy Gerber,8
122,One Day In May (Original Mix),402,https://constance94821994371095.googuu.xyz/api/get.php?id=5d0122dfb3a8d0b84aa9ad8931d,Guy Gerber,8
123,SFR033 DIGITAL - the golden sun and the silver moon original,403,https://constance94821994371095.googuu.xyz/api/get.php?id=ab15d4f8a08ec4fd049dc5fce18,Guy Gerber,8
124,SFR033 DIGITAL - the golden sun and the silver moon original,408,https://glenda22687894964250.googuu.xyz/api/get.php?id=328e56c25e11b1f1f76a1c37d96,Guy Gerber,8
125,One Day In May (Original Mix),409,https://liam5350415057231.googuu.xyz/api/get.php?id=541b616afe97cc34ae3b4ce853f,Guy Gerber,8
126,Livia Bang The Drums (Drums Version),413,https://karl202003764002583.googuu.xyz/api/get.php?id=d79b082bd6cc222082e5f743075,Guy Gerber,8
127,Ei Sheket feat. DOP (Original Mix),417,https://karl202003764002583.googuu.xyz/api/get.php?id=937cfcc466e315b91ce871aa6a3,Guy Gerber,8
128,Livia Bang The Drums (Original Mix),419,https://karl202003764002583.googuu.xyz/api/get.php?id=4d60d591e62897b11e4ad408748,Guy Gerber,8
129,Disorientation (Reboot Remix),421,https://joanne178972239606370.googuu.xyz/api/get.php?id=5fe3bcababf9e095f79021fd990,Guy Gerber,8
130,Devil Dance (Adam Beyer Remix),422,https://marion73527222141285.googuu.xyz/api/get.php?id=1c19bce111137f4af07c12f2c38,Ida Engberg,9
131,Devil Dance,423,https://marion73527222141285.googuu.xyz/api/get.php?id=f24186f18cf0a32faefae48bd8c,Ida Engberg,9
132,Silhouette Of A Ghost,424,https://marion73527222141285.googuu.xyz/api/get.php?id=138e9173d7ebb7c8eb00f23e45f,Ida Engberg,9
133,Lucky Ones,425,https://miriam43578555713257.googuu.xyz/api/get.php?id=a5598557e44ce72f6f9d66df538,Ida Engberg,9
134,BICEP | FIR,427,https://harold197830720732935.googuu.xyz/api/get.php?id=2027f3df43da564d3c10ff710c0,Bicep,10
135,BICEP | LIDO,430,https://harold197830720732935.googuu.xyz/api/get.php?id=d9aa2c0f2a94d7c709ffb7d2265,Bicep,10
136,BICEP | CAZENOVE,431,https://harold197830720732935.googuu.xyz/api/get.php?id=c52f9c63c24aea95cf4d40c01d5,Bicep,10
137,BICEP | SUNDIAL,432,https://bella83886386026307.googuu.xyz/api/get.php?id=92df35c30f6207118ccd0da1048,Bicep,10
138,BICEP | APRICOTS,434,https://todd38997692451975.googuu.xyz/api/get.php?id=415864f446ed2dc2c769b65bcc6,Bicep,10
139,BICEP | CLOSING SEQUENCE,458,https://todd38997692451975.googuu.xyz/api/get.php?id=eb379f61e91d2d28f243f713b6f,Bicep,10
140,BICEP | MALIMA,459,https://todd38997692451975.googuu.xyz/api/get.php?id=b2aacf7d2d5057e4cadb11809b9,Bicep,10
141,BICEP | JUST EP SAMPLER (AUS),462,https://constance94821994371095.googuu.xyz/api/get.php?id=445902440cac47a822a5ab15a01,Bicep,10
